exam_number,question_number,question_text,options,generated_answer,actual_answer
14,34,Which one is a Foreign Award-,"A) An award in a arbitration where at least one party in non-Indian 
 B) An award passed in a foreign seated arbitration 
 C) An award passed in a arbitration where both the parties are non- Indian 
 D) None of the above", B,B
14,35,"If a man marries a girl who is within his prohibited relationship and his custom does not permit such marriage, such a man would be punished under:","A) Section 17 of the Hindu Marriage Act 1955 
 B) Section 18 (a) of the Hindu Marriage Act 1955 
 C) Section 18(b) of the Hindu Marriage Act 1955 
 D) No punishment for such marriages", C) Section 18(b) of the Hindu Marriage Act of 1955.,C
14,36,Which section of the Hindu Marriage Act 1955 provides that a child from a void marriage would be legitimate?,"A) Section 11 
 B) Section 13 (a) 
 C) Section 12 
 D) Section 16", C,D
14,37,"The Land Acquisition Act, 1894 came into force on-","A) First Day of January, 1894. 
 B) First Day of February, 1894. 
 C) First Day of March, 1894. 
 D) First Day of April, 1894", C,C
14,38,Which of the following sentences can the Court of Session pass:,"A) Death Sentence. 
 B) Rigorous Imprisonment. 
 C) Simple Imprisonment. 
 D) Any sentence authorised by law but Death Sentence must be confirmed by the High Court.", D,D
14,39,Which of the following is not a requirement for a foreign judgment to be conclusive:,"A) It must be given on merits of the case. 
 B) It must be pronounced by a Court of compétent jurisdiction. 
 C) It was not obtained by fraud. 
 D) It is by a court in an enemy country.", D,D
14,40,A reference can be made during the pendency of the case:,"A) The Subordinate Court refers the case to the High Court for the latter's opinion on a question of law. 
 B) The Subordinate Court refers the case to the High Court for the latter's opinion on a question of evidence. 
 C) The Subordinate Court refers the case to the High Court for the latter's opinion on a question of fact. 
 D) The Subordinate Court refers the case to the High Court for the Latter's opinion on a question of court procedure.", C,A
14,41,A person can apply for review of judgment when,"A) He is aggrieved by a decree/order from which an appeal is allowed, but no appeal has been preferred. 
 B) He is aggrieved by a decree/order from which no appeal is allowed. 
 C) He is aggrieved by a decision on a reference from a Court of small causes. 
 D) All of the above.", B,D
14,42,"In which of the following cases, the remedy of revision is not available?","A) Cases in which first appeal lies. 
 B) Cases in which second appeal lies. 
 C) Interlocutory orders. 
 D) All of the above.", C,D
14,43,The liability under Section 138 of the negotiable instruments act 1881 is,"A) Strict liability 
 B) Vicarious liability. 
 C) Both 'A and B' 
 D) None of the above", C,A
14,44,"The objectives of Land Acquisition Act, 1894 are-","A) An Act to amend the law for the acquisition of land for public purposes and for industry. 
 B) An Act to amend the law for the purchase of land for public purpose and for business: 
 C) An Act to amend the law for the possessions of land for public purpose and for manufacturing. 
 D) An Act to amend the law for the Acquisition of land for public purposes and for Companies.", A,D
14,45,It deals with the Internal Management and Affairs of company:,"A) Prospectus 
 B) Article of Association 
 C) Memorandum of Association. 
 D) Debenture", C,B
14,46,Public Liability Insurance Act was enacted in,"A) 1991 
 B) 1993 
 C) 1995 
 D) 1997", C,A
14,47,Environmental Impact Assessment (EIA) is mandatory under,"A) Indian Forest Act 
 B) Air Act 
 C) Wildlife Protection Act 
 D) Environment Protection Act", D,D
14,49,"Which one of the following courts, under criminal procedure code, 1973 can try a murder case.","A) Judicial Magistrate 1st class 
 B) Chief Judicial Magistrate 
 C) Court of Session 
 D) None of the above", C,C
14,50,Public Interest litigation is relaxation of which of the following requirements:,"A) Jurisdiction 
 B) Locus Standi 
 C) Both A & B 
 D) None of the Above", B,B
14,51,Which of the following is not a case of Public Interest Litigation:,"A) Kesavananda Bharti v. State of Kerala AIR 1973 SC 1461 
 B) Vincent Narayan v. Union of India,. AIR 1988 SC 889 
 C) Union of India v. Association for Democratic Reforms, AIR 2002 SC 2112 
 D) Vincent Panikurlangara v. Union of India, AIR 1987 SC 990.", C,A
14,52,Which of the following can be done. by a Senior Advocate in accordance with the Rules of Bar Council of India:,"A) Make concessions on behalf of client on instructions from junior advocate. 
 B) Accept instructions to draft a pleading 
 C) Accept brief directly from a client 
 D) None of the Above", C,A
14,53,Effect of 'not negotiable' crossing is mentioned under,"A) Section 125 
 B) Section 130 
 C) Section 131. 
 D) Section 128", C,B
14,54,Section 16 of negotiable instrument defines,"A) Restrictive endorsement 
 B) Conditional endorsement 
 C) Indorsement ""in full"" and Indorsement ""in blank"" 
 D) All of the above", C,C
14,55,"Ensuring the safety, health and welfare of the employees is the primary purpose of the:","A) Payment of wages Act, 1936 
 B) Industrial Dispute Act, 1947 
 C) Factories Act, 1948 
 D) Equal Remuneration Act, 1976", C,C
14,56,In which case Supreme Court held that whether teachers are not workmen?,"A) Dharangadhara Chemical work Ltd. V/s State of Saurashtra, AIR 1957 Section 264. 
 B) University of Delhi V/s Ram Nath, AIR 1963 Section 1873 
 C) J.K Cotton Spinning and Weaving Mills Co. Ltd. V/s.L.T AIR 1964 Section 737 
 D) Sunderambal V/s Government of Goa, AIR (1988) Section 1700.", C,D
14,57,"Under Section 2 (cc) of the Industrial Dispute Act, 1947 'Closure' means:","A) The permanent closing down of a place of employment or part thereof. 
 B) The partly closing down of a place of employment or part thereof. 
 C) The temporary closing down of a place of employment or part thereof. 
 D) The short-term closing down of a place of employment or part of thereof.", A,A
14,58,"If it is proved that a man has not been heard of for _________ by those who would naturally have heard of him if he were alive, the presumption under section 108 of the Indian Evidence Act is that he is dead:","A) 5 year 
 B) 7 year 
 C) 15 year 
 D) 20 year", C,B
14,59,"A dumb witness given his evidence in writing in the open court, such evidence would be treated as","A) Oral evidence. 
 B) Documentary evidence 
 C) Secondary evidence. 
 D) Primary evidence", B,A
14,61,"Under which one of the following section of CrPC, police officer is under obligation to inform the accused ground of right to bail.","A) Section 49 
 B) Section 50 
 C) Section 57 
 D) Section 60", C,B
14,62,Under what circumstance court can issue an order for the attachment of property of person absconding;,"A) Where the person to whom proclamation is issued is about to dispose of the whole of his property 
 B) Where the person to whom proclamation is issued is about to dispose of any part of his property 
 C) Where the person to whom proclamation is issued is about to remove the whole or any part of his property from the local jurisdiction of the court. 
 D) All of the above", C,D
14,63,Inherent Power under section 482 CrPC can be exercised by.,"A) The Supreme Court 
 B) The Court of Session : 
 C) The High Court 
 D) All of the above", C,C
14,64,Residuary Powers in India may be exercised by,"A) Parliament 
 B) State Legislatures 
 C) President 
 D) Both A & B", D,A
14,65,The Punishments to which offenders are liable under the provision of I.P.C are:,"A) Death and imprisonment for life 
 B) Rigorous imprisonment and. simple imprisonment 
 C) Forfeiture of property and fine 
 D) All of the above", D,D
14,66,M' Naghten Rules form the basis of the law of:,"A) Infancy 
 B) Insanity 
 C) Ignorance of fact 
 D) Mistake", B,B
14,67,'Rule of Law' means,"A) Equality before the Law 
 B) Supremacy of the Law 
 C) Predominance of legal spirit 
 D) All of the above", B,D
14,68,The purpose of writ of 'Quo warranto' is?,"A) To compel public authority to perform duty 
 B) To restraint public authority to do illegal act 
 C) To oust illegal occupant of a public post 
 D) All of the above", C,C
14,69,"Under the Indian Evidence Act, the character of a person is not relevant in which of the following cases","A) Previous good character of an accused in criminal case 
 B) Previous bad character in reply to good character in criminal case. 
 C) Character to prove conduct imputed in civil case 
 D) Character affected the amount of damage is civil case", C,C
14,70,Which one of the following is primary evidence,"A) Document produced for the inspection of the court 
 B) Copies made from original 
 C) Certified copies of the document 
 D) Photostat copies of a document", C,A
14,71,"From which of the following countries, the Constitution of India has borrowed the 'Power of Judicial Review'?","A) Canada 
 B) United Kingdom 
 C) USA 
 D) Ireland", C,C
14,72,Enforcement of which of the following articles of the Constitution of India cannot be suspended even during the proclamation of emergency?,"A) 14 & 19 
 B) 208 21 
 C) 23 &24 
 D) 21 & 22", C,B
14,73,Which of the following fact is not relevant in civil and criminal cases under Section 8 of the Indian Evidence Act,"A) Motive 
 B) Attempt 
 C) Conduct 
 D) Preparation", C,B
14,74,BATNA Stands for:,"A) Bilateral agreement to negotiation and arbitration 
 B) Best alternative to a negotiated agreement 
 C) Bilateral Trade negotiated agreement 
 D) None of the above", B,B
14,75,"Section 9 of the Arbitration and Conciliation Act, 1996 deals with","A) Interim measures by the court 
 B) Discretionary powers of the court 
 C) Both A & B 
 D) None of the above", C,A
14,76,Which one of the following is true about Latin Maxim 'Ubi Jus Ibi remedium'?.,"A) Where there is right, there is remedy. 
 B) Where there is remedy, there is right. 
 C) Both A & B 
 D) None of the Above", A,A
14,77,The Latin word 'Injuria Sine Damnum' Literally means:,"A) Infringement of legal right without damages. 
 B) Damages without Infringement of legal right.. 
 C) Both A & B 
 D) All of the above", A,A
14,78,The Provision relating to claims Tribunal is given under Motor Vehicles Act: of,"A) Section 165-175 
 B) Section 175-180 
 C) Section 170-175 
 D) Section 171-177", C,A
14,79,Which of the following is not a duty of an Advocate to Court:,"A) To not commit breach of section 126 of Evidence Act. 
 B) To not to appear on behalf of any organisation of whose Executive Committee, he is a member. 
 C) To not appear before a Court, Tribunal or Authority in which his near relation is a member. 
 D) To conduct himself with dignity and self-respect during presentation of a case before a Court and otherwise acting before a Court.", C,A
14,80,Which of the following rules of Chapter II of Part VI of the Bar Council Rules deal with the duty of an Advocate in respect of any moneys received by him from Client:,"A) Rule 25 
 B) Rule 33 
 C) Rule 24 
 D) None of the Above", C,A
14,81,Under which of the following sections of CrPC provisions relating to police report is given?,"A) Section 173 (2) (i) 
 B) Section 177 
 C) Section 174 (2) (i) 
 D) Section 175", C,A
14,82,Which one of the following provisions of CrPC deals with anticipatory bail?,"A) Section 437 
 B) Section 438 
 C) Section 439 
 D) None of the above", B,B
14,83,The provision relating to cancellation of bond and bail bond is given under:,"A) Section 446-A 
 B) Section 446 
 C) Section 447 
 D) Section 450", C,A
14,85,"Under the Hindu Maintenance and Adoption Act, 1956, which of the both following circumstances can a dependent enforce his right to maintenance against a transferee of an estate out of which he has a right to receive maintenance:","A) Only when the Transferee has notice of such right. 
 B) Only when the transfer is gratuitous. 
 C) Both A & B 
 D) None of the above.", C,C
